ID,ID game,ID team,IDp_in_ice,IDp_out_ice,timer
98446,1084,110,2499.0,,0-00
98448,1084,64,1434.0,,0-00
98524,1085,65,1433.0,,0-00
98525,1085,18,1170.0,,0-00
98671,1083,7,229.0,,0-00
98675,1083,59,217.0,,0-00
98802,1083,7,,229.0,44-31
96859,1058,23,2559.0,,0-00
96876,1058,52,84.0,,0-00
97172,1063,61,1202.0,,0-00
97173,1063,175,914.0,,0-00
97191,1070,35,2764.0,,0-00
97209,1070,32,368.0,,0-00
97291,1063,61,,1202.0,44-25
97294,1063,61,1202.0,,44-31
97312,1071,18,1170.0,,0-00
97313,1071,64,1434.0,,0-00
97316,1064,128,2847.0,,0-00
97319,1064,104,631.0,,0-00
97328,1056,108,2810.0,,0-00
97334,1056,133,2437.0,,0-00
97426,1072,65,1433.0,,0-00
97428,1064,104,,631.0,44-40
97433,1072,110,2551.0,,0-00
97438,1066,26,2458.0,,0-00
97440,1066,22,1340.0,,0-00
